day,ts,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23
2013-06-13,1371081600,0.4504552051721863,0.3634384483441087,0.3239213616572107,0.2843383032062277,0.23419976250164928,0.2253595461142631,0.25155033645599684,0.2972687689668822,0.3493204908299248,0.3904208998548621,0.42987201477767517,0.4709064520385275,0.4918195012534635,0.4969652988520913,0.4897743765668294,0.4820556801688877,0.45236838633065046,0.44781633460878745,0.44359414170734923,0.4284206359678058,0.41661169019659583,0.3996569468267582,0.3981395962528038,0.3515635308088138
2013-06-14,1371168000,0.297730571315477,0.21315476975854333,0.1665127325504684,0.1444121915820029,0.13662752341997625,0.13616572107138145,0.16776619606808285,0.2067555086423011,0.26593218102652066,0.3130360205831904,0.34344900382636234,0.38659453753793377,0.4076395302810397,0.45428156748911463,0.4517746404538857,0.4492677134186568,0.4485420240137221,0.45850376039055285,0.4526982451510753,0.4351497559044729,0.4065180102915952,0.3714210317983903,0.379073756432247,0.3297268768966882
2013-06-15,1371254400,0.2516163082200818,0.17449531600474996,0.1362976645995514,0.11043673307824252,0.09077714738092096,0.08563134978229318,0.09295421559572503,0.09816598495843779,0.13042617759598893,0.18313761709988124,0.2299775696002111,0.26771341865681486,0.2963451642696926,0.32728592162554426,0.3443726085235519,0.3611294366011347,0.37445573294629897,0.3823063728724106,0.3821744293442407,0.36845230241456656,0.34450455205172187,0.3262963451642697,0.3299247921889431,0.2923208866605093
2013-06-16,1371340800,0.23083520253331574,0.18096054888507718,0.1316796411136034,0.10575273782820953,0.08813827681752211,0.08061749571183534,0.0823327615780446,0.08490566037735849,0.1058187095922945,0.16090513260324582,0.2097902097902098,0.2421163741918459,0.2802480538329595,0.313893653516295,0.32893521572766854,0.3471434226151207,0.3670668953687822,0.38171262699564584,0.3927958833619211,0.3825702599287505,0.37247658002374984,0.3688481329990764,0.37208074943924,0.3447024673439768
2013-06-17,1371427200,0.28150151735057394,0.22390816730439372,0.18452302414566565,0.1672384219554031,0.15503364559968333,0.1648634384483441,0.20147776751550336,0.2504947882306373,0.31725821348462857,0.3780182082068875,0.43125742182345955,0.4941944847605225,0.541958041958042,0.5820688745217047,0.6309539517086686,0.6520649162158596,0.6638738619870695,0.6704050666314817,0.6638078902229846,0.6430927563003035,0.6021242908035361,0.5635967805779126,0.550996173637683,0.4822535954611426
2013-06-18,1371513600,0.39180630690064655,0.3132999076395303,0.26474468927299116,0.22780050138540706,0.20688745217047103,0.20965826626203984,0.2369705765932181,0.28856049610766593,0.34384483441087216,0.38461538461538464,0.41753529489378544,0.4448476052249637,0.45520517218630424,0.47387518142235124,0.49195144478163344,0.5100277081409157,0.5164269692571579,0.5257289879931389,0.5192637551128118,0.504749967014118,0.48403483309143686,0.4486739675418921,0.4470906452038528,0.3857369046048291
2013-06-19,1371600000,0.30894577120992217,0.23452962132207414,0.1841931653252408,0.16130096318775564,0.1430267845362185,0.14942604565246076,0.17805779126533844,0.2174429344240665,0.2780709856181554,0.325570655759335,0.3574350178123763,0.39009104103443726,0.42314289484100803,0.4502572898799314,0.47684391080617494,0.48469455073228657,0.5077186963979416,0.518604037471962,0.5191318115846417,0.5125346351761446,0.48951048951048953,0.45566697453489907,0.44715661696793774,0.38890354928090776
2013-06-20,1371686400,0.29819237366407175,0.22423802612481858,0.18043277477239741,0.15219685974402955,0.14177332101860404,0.14461010687425782,0.17964111360337776,0.21737696265998152,0.27061617627655365,0.32339358754453096,0.3666710647842723,0.41562211373532126,0.4526982451510753,0.47664599551392006,0.5174165457184325,0.5515239477503628,0.5692703522892202,0.5983639002506927,0.5993534767119673,0.5801556933632406,0.5569996041694155,0.520847077450851,0.5099617363768307,0.4430663675946695
2013-06-21,1371772800,0.3513656155165589,0.2702863174561288,0.21381448739939307,0.17937722654703786,0.16011347143422616,0.16506135374059902,0.18584245942736508,0.2297796543079562,0.28480010555482255,0.3501781237630294,0.40585829265074547,0.47176408497163214,0.5219685974402956,0.5733606016624885,0.6143950389233408,0.6431587280643885,0.6562211373532129,0.6663148172582135,0.6556933632405331,0.623235255310727,0.5747460087082729,0.5338435149755905,0.5149096186832036,0.4618023485948014
2013-06-22,1371859200,0.3625148436469191,0.28414038791397284,0.22615120728328275,0.18986673703654836,0.1665127325504684,0.15450587148700357,0.16453357962791926,0.1636759466948146,0.2057659321810265,0.27153978097374326,0.353410740203193,0.42749703127061617,0.4846285789682016,0.52322206095791,0.5565378018208207,0.5864230109513129,0.6101068742578176,0.6166380789022299,0.6225095659057923,0.5981000131943528,0.5606940229581739,0.5127985222324845,0.5005937458767648,0.4362712758939174
2013-06-23,1371945600,0.35281699432642827,0.27826890091041034,0.2174429344240665,0.179047367726613,0.153450323261644,0.1309539517086687,0.13662752341997625,0.12382900118749175,0.16591898667370367,0.24778994590315345,0.3246470510621454,0.4144346219817918,0.479020979020979,0.530478955007257,0.5740203193033382,0.6021242908035361,0.6247526058846814,0.641641377490434,0.6444121915820029,0.6341865681488323,0.5997493072964771,0.5533051853806571,0.5381316796411136,0.4747328143554559
